,İlan Tarihi,Marka,Arac Tip Grubu,Arac Tip,Model Yıl,Yakıt Turu,Vites,CCM Beygir Gucu,Renk,Kasa Tipi,Kimden,Durum,Km,Fiyat
8257,Renault,Symbol,1.5 dCi Expression,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,130000,54900
8258,Renault,Fluence,1.5 dCi Dynamique,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,345000,59450
8259,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,74000,134750
8260,Dacia,Dokker,"1.5 dCi Ambiance
",2015.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Camlı Van,Galeriden,2. El,178535,63750
8261,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,68000,74900
8262,Renault,Clio,1.5 dCi SportTourer Joy,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,15000,105500
8263,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,100000,81650
8264,Renault,Megane,Diğer,2009.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,210000,44750
8265,Renault,Clio,1.5 dCi Extreme Edition,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,150000,55900
8266,Renault,Clio,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,130000,88000
8267,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,88000,149000
8268,Renault,Captur,1.5 dCi Icon,2018.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Arazi Aracı,Galeriden,2. El,94000,156500
8269,Renault,Fluence,1.5 dCi Privilege,2011.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,235000,76000
8270,Renault,Symbol,1.5 dCi Expression,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,130000,54900
8271,Renault,Fluence,1.5 dCi Dynamique,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,345000,59450
8272,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,74000,134750
8273,Dacia,Dokker,"1.5 dCi Ambiance
",2015.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Camlı Van,Galeriden,2. El,178535,63750
8274,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,68000,74900
8275,Renault,Clio,1.5 dCi SportTourer Joy,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,15000,105500
8276,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,100000,81650
8277,Renault,Megane,Diğer,2009.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,210000,44750
8278,Renault,Clio,1.5 dCi Extreme Edition,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,150000,55900
8279,Renault,Clio,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,130000,88000
8280,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,88000,149000
8281,Renault,Captur,1.5 dCi Icon,2018.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Arazi Aracı,Galeriden,2. El,94000,156500
8282,Renault,Fluence,1.5 dCi Privilege,2011.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,235000,76000
8283,Renault,Symbol,1.5 dCi Expression,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,130000,54900
8284,Renault,Fluence,1.5 dCi Dynamique,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,345000,59450
8285,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,74000,134750
8286,Dacia,Dokker,"1.5 dCi Ambiance
",2015.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Camlı Van,Galeriden,2. El,178535,63750
8287,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,68000,74900
8288,Renault,Clio,1.5 dCi SportTourer Joy,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,15000,105500
8289,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,100000,81650
8290,Renault,Megane,Diğer,2009.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,210000,44750
8291,Renault,Clio,1.5 dCi Extreme Edition,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,150000,55900
8292,Renault,Clio,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,130000,88000
8293,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,88000,149000
8294,Renault,Captur,1.5 dCi Icon,2018.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Arazi Aracı,Galeriden,2. El,94000,156500
8295,Renault,Fluence,1.5 dCi Privilege,2011.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,235000,76000
8296,Renault,Symbol,1.5 dCi Expression,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,130000,54900
8297,Renault,Fluence,1.5 dCi Dynamique,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,345000,59450
8298,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,74000,134750
8299,Dacia,Dokker,"1.5 dCi Ambiance
",2015.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Camlı Van,Galeriden,2. El,178535,63750
8300,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,68000,74900
8301,Renault,Clio,1.5 dCi SportTourer Joy,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,15000,105500
8302,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,100000,81650
8303,Renault,Megane,Diğer,2009.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,210000,44750
8304,Renault,Clio,1.5 dCi Extreme Edition,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,150000,55900
8305,Renault,Clio,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,130000,88000
8306,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,88000,149000
8307,Renault,Captur,1.5 dCi Icon,2018.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Arazi Aracı,Galeriden,2. El,94000,156500
8308,Renault,Fluence,1.5 dCi Privilege,2011.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,235000,76000
8309,Renault,Symbol,1.5 dCi Expression,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,130000,54900
8310,Renault,Fluence,1.5 dCi Dynamique,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,345000,59450
8311,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,74000,134750
8312,Dacia,Dokker,"1.5 dCi Ambiance
",2015.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Camlı Van,Galeriden,2. El,178535,63750
8313,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,68000,74900
8314,Renault,Clio,1.5 dCi SportTourer Joy,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,15000,105500
8315,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,100000,81650
8316,Renault,Megane,Diğer,2009.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,210000,44750
8317,Renault,Clio,1.5 dCi Extreme Edition,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,150000,55900
8318,Renault,Clio,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,130000,88000
8319,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,88000,149000
8320,Renault,Captur,1.5 dCi Icon,2018.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Arazi Aracı,Galeriden,2. El,94000,156500
8321,Renault,Fluence,1.5 dCi Privilege,2011.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,235000,76000
8322,Renault,Symbol,1.5 dCi Expression,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,130000,54900
8323,Renault,Fluence,1.5 dCi Dynamique,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,345000,59450
8324,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,74000,134750
8325,Dacia,Dokker,"1.5 dCi Ambiance
",2015.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Camlı Van,Galeriden,2. El,178535,63750
8326,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,68000,74900
8327,Renault,Clio,1.5 dCi SportTourer Joy,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,15000,105500
8328,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,100000,81650
8329,Renault,Megane,Diğer,2009.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,210000,44750
8330,Renault,Clio,1.5 dCi Extreme Edition,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,150000,55900
8331,Renault,Clio,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,130000,88000
8332,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,88000,149000
8333,Renault,Captur,1.5 dCi Icon,2018.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Arazi Aracı,Galeriden,2. El,94000,156500
8334,Renault,Fluence,1.5 dCi Privilege,2011.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,235000,76000
8335,Renault,Symbol,1.5 dCi Expression,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,130000,54900
8336,Renault,Fluence,1.5 dCi Dynamique,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,345000,59450
8337,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,74000,134750
8338,Dacia,Dokker,"1.5 dCi Ambiance
",2015.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Camlı Van,Galeriden,2. El,178535,63750
8339,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,68000,74900
8340,Renault,Clio,1.5 dCi SportTourer Joy,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,15000,105500
8341,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,100000,81650
8342,Renault,Megane,Diğer,2009.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,210000,44750
8343,Renault,Clio,1.5 dCi Extreme Edition,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,150000,55900
8344,Renault,Clio,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,130000,88000
8345,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,88000,149000
8346,Renault,Captur,1.5 dCi Icon,2018.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Arazi Aracı,Galeriden,2. El,94000,156500
8347,Renault,Fluence,1.5 dCi Privilege,2011.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,235000,76000
8348,Renault,Symbol,1.5 dCi Expression,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,130000,54900
8349,Renault,Fluence,1.5 dCi Dynamique,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,345000,59450
8350,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,74000,134750
8351,Dacia,Dokker,"1.5 dCi Ambiance
",2015.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Camlı Van,Galeriden,2. El,178535,63750
8352,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,68000,74900
8353,Renault,Clio,1.5 dCi SportTourer Joy,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,15000,105500
8354,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,100000,81650
8355,Renault,Megane,Diğer,2009.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,210000,44750
8356,Renault,Clio,1.5 dCi Extreme Edition,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,150000,55900
8357,Renault,Clio,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,130000,88000
8358,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,88000,149000
8359,Renault,Captur,1.5 dCi Icon,2018.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Arazi Aracı,Galeriden,2. El,94000,156500
8360,Renault,Fluence,1.5 dCi Privilege,2011.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,235000,76000
8361,Renault,Symbol,1.5 dCi Expression,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,130000,54900
8362,Renault,Fluence,1.5 dCi Dynamique,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,345000,59450
8363,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,74000,134750
8364,Dacia,Dokker,"1.5 dCi Ambiance
",2015.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Camlı Van,Galeriden,2. El,178535,63750
8365,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,68000,74900
8366,Renault,Clio,1.5 dCi SportTourer Joy,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,15000,105500
8367,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,100000,81650
8368,Renault,Megane,Diğer,2009.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,210000,44750
8369,Renault,Clio,1.5 dCi Extreme Edition,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,150000,55900
8370,Renault,Clio,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,130000,88000
8371,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,88000,149000
8372,Renault,Captur,1.5 dCi Icon,2018.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Arazi Aracı,Galeriden,2. El,94000,156500
8373,Renault,Fluence,1.5 dCi Privilege,2011.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,235000,76000
8374,Renault,Symbol,1.5 dCi Expression,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,130000,54900
8375,Renault,Fluence,1.5 dCi Dynamique,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,345000,59450
8376,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,74000,134750
8377,Dacia,Dokker,"1.5 dCi Ambiance
",2015.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Camlı Van,Galeriden,2. El,178535,63750
8378,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,68000,74900
8379,Renault,Clio,1.5 dCi SportTourer Joy,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,15000,105500
8380,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,100000,81650
8381,Renault,Megane,Diğer,2009.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,210000,44750
8382,Renault,Clio,1.5 dCi Extreme Edition,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,150000,55900
8383,Renault,Clio,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,130000,88000
8384,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,88000,149000
8385,Renault,Captur,1.5 dCi Icon,2018.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Arazi Aracı,Galeriden,2. El,94000,156500
8386,Renault,Fluence,1.5 dCi Privilege,2011.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,235000,76000
8387,Renault,Symbol,1.5 dCi Expression,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,130000,54900
8388,Renault,Fluence,1.5 dCi Dynamique,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,345000,59450
8389,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,74000,134750
8390,Dacia,Dokker,"1.5 dCi Ambiance
",2015.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Camlı Van,Galeriden,2. El,178535,63750
8391,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,68000,74900
8392,Renault,Clio,1.5 dCi SportTourer Joy,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,15000,105500
8393,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,100000,81650
8394,Renault,Megane,Diğer,2009.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,210000,44750
8395,Renault,Clio,1.5 dCi Extreme Edition,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,150000,55900
8396,Renault,Clio,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,130000,88000
8397,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,88000,149000
8398,Renault,Captur,1.5 dCi Icon,2018.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Arazi Aracı,Galeriden,2. El,94000,156500
8399,Renault,Fluence,1.5 dCi Privilege,2011.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gri ,Sedan,Galeriden,2. El,235000,76000
8400,Renault,Symbol,1.5 dCi Expression,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,130000,54900
8401,Renault,Fluence,1.5 dCi Dynamique,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,345000,59450
8402,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,74000,134750
8403,Dacia,Dokker,"1.5 dCi Ambiance
",2015.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Camlı Van,Galeriden,2. El,178535,63750
8404,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,68000,74900
8405,Renault,Clio,1.5 dCi SportTourer Joy,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,15000,105500
8406,Renault,Symbol,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,100000,81650
8407,Renault,Megane,Diğer,2009.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Sedan,Galeriden,2. El,210000,44750
8408,Renault,Clio,1.5 dCi Extreme Edition,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,150000,55900
8409,Renault,Clio,1.5 dCi Joy,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,130000,88000
8410,Renault,Megane,1.5 dCi Touch,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Sedan,Galeriden,2. El,88000,149000
